Verification	Agent	Type	Rent	Location	Bedroom	Bathroom	Area
N/A	N/A	Office Space	"30,000 AED/year"	"Business Atrium Building, Oud Metha, Bur Dubai, Dubai"	N/A	1	200 sqft
N/A	N/A	Office Space	"140,000 AED/year"	"B2B Tower, Business Bay, Dubai"	N/A	N/A	525 sqft
N/A	N/A	Co-working space	"7,500 AED/year"	"Empire Heights 1, Empire Heights, Business Bay, Dubai"	N/A	4	50 sqft
N/A	N/A	Business Centre	"45,000 AED/year"	"Empire Heights 1, Empire Heights, Business Bay, Dubai"	N/A	4	200 sqft
N/A	N/A	Business Centre	"55,000 AED/year"	"Empire Heights 2, Empire Heights, Business Bay, Dubai"	N/A	5	200 sqft
N/A	N/A	Office Space	"23,000 AED/year"	"Al Shahama, Abu Dhabi"	N/A	1	317 sqft
N/A	N/A	Office Space	"1,218,388 AED/year"	"Index Tower, DIFC, Dubai"	N/A	1	"3,046 sqft"
N/A	N/A	Office Space	"382,030 AED/year"	"Liberty House, DIFC, Dubai"	N/A	2	"1,158 sqft"
N/A	N/A	Office Space	"42,000 AED/year"	"Business Village, Port Saeed, Deira, Dubai"	N/A	2	110 sqft
N/A	N/A	Office Space	"40,000 AED/year"	"Central District, Al Ain"	N/A	1	823 sqft
N/A	N/A	Office Space	"60,000 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	5	285 sqft
N/A	N/A	Labor Camp	"23,000 AED/year"	"Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	310 sqft
N/A	N/A	Office Space	"1,680,000 AED/year"	"One Za'abeel Tower, Zabeel 1, Zabeel, Dubai"	N/A	2	"1,200 sqft"
N/A	N/A	Office Space	"1,218,000 AED/year"	"Index Tower, DIFC, Dubai"	N/A	4	"3,045 sqft"
N/A	N/A	Office Space	"28,000 AED/year"	"Deira, Dubai"	N/A	4	150 sqft
N/A	N/A	Office Space	"23,000 AED/year"	"Deira, Dubai"	N/A	4	146 sqft
N/A	N/A	Office Space	"15,000 AED/year"	"M-9, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	180 sqft
N/A	N/A	Office Space	"15,000 AED/year"	"M-9, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	180 sqft
N/A	N/A	Office Space	"110,000 AED/year"	"Concord Tower, Dubai Media City, Dubai"	N/A	2	300 sqft
N/A	N/A	Labor Camp	"18,000 AED/year"	"M-40, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	220 sqft
N/A	N/A	Labor Camp	"17,450 AED/year"	"M-32, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	200 sqft
N/A	N/A	Labor Camp	"18,000 AED/year"	"M-17, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	220 sqft
N/A	N/A	Labor Camp	"36,000 AED/year"	"Al Sajaa, Sharjah"	N/A	7+	200 sqft
N/A	N/A	Office Space	"51,000 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	1	230 sqft
N/A	N/A	Office Space	"13,500 AED/year"	"Al Qusais 2, Al Qusais Residential Area, Al Qusais, Dubai"	N/A	4	100 sqft
N/A	N/A	Co-working space	"16,800 AED/year"	"Business Bay, Dubai"	N/A	4	100 sqft
N/A	N/A	Labor Camp	"24,000 AED/year"	"Sharjah Industrial Area, Sharjah"	N/A	7+	190 sqft
N/A	N/A	Shop	"65,000 AED/year"	"Y-06, England Cluster, International City, Dubai"	N/A	1	613 sqft
N/A	N/A	Warehouse	"80,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"1,800 sqft"
N/A	N/A	Office Space	"45,000 AED/year"	"Clover Bay Tower, Business Bay, Dubai"	N/A	1	230 sqft
N/A	N/A	Labor Camp	"24,000 AED/year"	"Al Sajaa, Sharjah"	N/A	7+	220 sqft
N/A	N/A	Staff Accommodation	"24,000 AED/year"	"Al Sajaa, Sharjah"	N/A	7+	220 sqft
N/A	N/A	Office Space	"208,400 AED/year"	"Blue Bay Tower, Business Bay, Dubai"	N/A	N/A	"1,042 sqft"
N/A	N/A	Office Space	"223,690 AED/year"	"Blue Bay Tower, Business Bay, Dubai"	N/A	N/A	"1,018 sqft"
N/A	N/A	Office Space	"10,000 AED/year"	"Red Avenue, Al Garhoud, Dubai"	N/A	1	300 sqft
N/A	N/A	Retail	"32,000 AED/year"	"Capital Bay Tower B, Capital Bay, Business Bay, Dubai"	N/A	N/A	159 sqft
N/A	N/A	Office Space	"46,000 AED/year"	"Al Barsha Business Center, Al Barsha 1, Al Barsha, Dubai"	N/A	2	173 sqft
N/A	N/A	Retail	"45,000 AED/year"	"Sidroh, Ras Al Khaimah"	N/A	1	294 sqft
N/A	N/A	Office Space	"137,500 AED/year"	"Blue Bay Tower, Business Bay, Dubai"	N/A	N/A	550 sqft
N/A	N/A	Office Space	"148,640 AED/year"	"The LOFT Office 1, The LOFT Offices, Dubai Media City, Dubai"	N/A	1	874 sqft
N/A	N/A	Office Space	"25,000 AED/year"	"Hamdan Street, Abu Dhabi"	N/A	2	25 sqft
N/A	N/A	Office Space	"89,000 AED/year"	"Yes Business Centre, Al Barsha 1, Al Barsha, Dubai"	N/A	1	555 sqft
N/A	N/A	Labor Camp	"31,200 AED/year"	"Sonapur, Al Muhaisnah, Dubai"	N/A	1	210 sqft
N/A	N/A	Office Space	"250,000 AED/year"	"Westburry Tower 1, Westburry Square, Business Bay, Dubai"	N/A	N/A	"1,018 sqft"
N/A	N/A	Retail	"30,000 AED/year"	"Muwaileh, Sharjah"	N/A	1	392 sqft
N/A	N/A	Office Space	"15,000 AED/year"	"Al Wasl Building, Al Wasl, Dubai"	N/A	6	100 sqft
N/A	N/A	Office Space	"1,110,780 AED/year"	"Burj Daman, DIFC, Dubai"	N/A	1	"3,366 sqft"
N/A	N/A	Office Space	"1,202,543 AED/year"	"Burj Daman, DIFC, Dubai"	N/A	1	"4,908 sqft"
N/A	N/A	Office Space	"39,999 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	2	140 sqft
N/A	N/A	Office Space	"129,470 AED/year"	"Al Mamzar - Sharjah, Sharjah"	N/A	N/A	"2,354 sqft"
N/A	N/A	Office Space	"15,000 AED/year"	"M-9, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	180 sqft
N/A	N/A	Office Space	"16,000 AED/year"	"M-9, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	4	180 sqft
N/A	N/A	Office Space	"16,000 AED/year"	"M-9, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	180 sqft
N/A	N/A	Office Space	"16,000 AED/year"	"M-9, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	180 sqft
N/A	N/A	Office Space	"15,000 AED/year"	"M-9, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	180 sqft
N/A	N/A	Office Space	"45,000 AED/year"	"Dubai Healthcare City, Bur Dubai, Dubai"	N/A	4	120 sqft
N/A	N/A	Office Space	"125,000 AED/year"	"B2B Tower, Business Bay, Dubai"	N/A	1	614 sqft
N/A	N/A	Shop	"23,000 AED/year"	"Al Mujarrah, Sharjah"	N/A	N/A	300 sqft
N/A	N/A	Shop	"23,000 AED/year"	"Al Mujarrah, Sharjah"	N/A	N/A	300 sqft
N/A	N/A	Office Space	"60,000 AED/year"	"Al Saman Tower, Hamdan Street, Abu Dhabi"	N/A	N/A	600 sqft
N/A	N/A	Office Space	"25,000 AED/year"	"Al Saman Tower, Hamdan Street, Abu Dhabi"	N/A	N/A	300 sqft
N/A	N/A	Labor Camp	"19,200 AED/year"	"Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	260 sqft
N/A	N/A	Retail	"321,300 AED/year"	"Bloom Marina, Al Bateen, Abu Dhabi"	N/A	1	"3,508 sqft"
N/A	N/A	Office Space	"112,500 AED/year"	"Arenco Offices, Dubai Investment Park (DIP), Dubai"	N/A	2	"1,125 sqft"
N/A	N/A	Labor Camp	"31,200 AED/year"	"Al Quoz Industrial Area 3, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	7+	160 sqft
N/A	N/A	Shop	"125,000 AED/year"	"Khalifa City, Abu Dhabi"	N/A	N/A	410 sqft
N/A	N/A	Land	"1,000,000 AED/year"	"Industrial Area 13, Sharjah Industrial Area, Sharjah"	N/A	N/A	"71,300 sqft"
N/A	N/A	Business Centre	"45,000 AED/year"	"Empire Heights 1, Empire Heights, Business Bay, Dubai"	N/A	5	210 sqft
N/A	N/A	Shop	"10,000 AED/year"	"Muwaileh Commercial, Sharjah"	N/A	N/A	250 sqft
N/A	N/A	Office Space	"42,000 AED/year"	"Dusseldorf Business Point, Al Barsha 1, Al Barsha, Dubai"	N/A	4	130 sqft
N/A	N/A	Office Space	"72,000 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	4	220 sqft
N/A	N/A	Office Space	"57,600 AED/year"	"Latifa Tower, Sheikh Zayed Road, Dubai"	N/A	4	200 sqft
N/A	N/A	Office Space	"48,000 AED/year"	"Dusseldorf Business Point, Al Barsha 1, Al Barsha, Dubai"	N/A	4	200 sqft
N/A	N/A	Office Space	"80,000 AED/year"	"Hadbat Al Zafranah, Muroor Area, Abu Dhabi"	N/A	1	"1,505 sqft"
N/A	N/A	Retail	"207,750 AED/year"	"Dubai South (Dubai World Central), Dubai"	N/A	N/A	"1,662 sqft"
N/A	N/A	Office Space	"45,000 AED/year"	"Al Wathba, Abu Dhabi"	N/A	1	"1,000 sqft"
N/A	N/A	Business Centre	"43,000 AED/year"	"Addiyar Building, Sheikh Zayed Road, Dubai"	N/A	4	100 sqft
N/A	N/A	Retail	"335,610 AED/year"	"Masaken Al Muteena 02, Al Muteena, Deira, Dubai"	N/A	1	"2,486 sqft"
N/A	N/A	Land	"190,000 AED/year"	"Al Khan, Sharjah"	N/A	N/A	"14,563 sqft"
N/A	N/A	Land	"170,000 AED/year"	"Al Khan, Sharjah"	N/A	N/A	"12,632 sqft"
N/A	N/A	Office Space	"25,000 AED/year"	"Hamdan Street, Abu Dhabi"	N/A	2	236 sqft
N/A	N/A	Business Centre	"35,000 AED/year"	"Royal House, Hor Al Anz, Deira, Dubai"	N/A	3	200 sqft
N/A	N/A	Shop	"726,750 AED/year"	"Mirdif Hills, Mirdif, Dubai"	N/A	N/A	"1,615 sqft"
N/A	N/A	Retail	"499,875 AED/year"	"Dubai South (Dubai World Central), Dubai"	N/A	N/A	"3,999 sqft"
N/A	N/A	Shop	"23,000 AED/year"	"Muwaileh Commercial, Sharjah"	N/A	N/A	250 sqft
N/A	N/A	Office Space	"557,000 AED/year"	"Mirdif Hills, Mirdif, Dubai"	N/A	N/A	"2,228 sqft"
N/A	N/A	Labor Camp	"33,600 AED/year"	"Jebel Ali, Dubai"	N/A	1	190 sqft
N/A	N/A	Shop	"23,000 AED/year"	"Al Qulaya'ah, Al Sharq, Sharjah"	N/A	N/A	500 sqft
N/A	N/A	Office Space	"15,000 AED/year"	"M-26, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	1	172 sqft
N/A	N/A	Office Space	"315,000 AED/year"	"Al Barsha 1, Al Barsha, Dubai"	N/A	2	"2,481 sqft"
N/A	N/A	Shop	"150,240 AED/year"	"Al Shahama, Abu Dhabi"	N/A	N/A	"8,703 sqft"
N/A	N/A	Land	"110,000 AED/year"	"Al Khan, Sharjah"	N/A	N/A	"8,215 sqft"
N/A	N/A	Warehouse	"300,000 AED/year"	"Al Quoz Industrial Area 1, Al Quoz Industrial Area, Al Quoz, Dubai"	N/A	N/A	"4,000 sqft"
N/A	N/A	Shop	"60,000 AED/year"	"Q02, France Cluster, International City, Dubai"	N/A	1	559 sqft
N/A	N/A	Labor Camp	"24,000 AED/year"	"Al Sajaa, Sharjah"	N/A	7+	220 sqft
N/A	N/A	Labor Camp	"20,000 AED/year"	"Mussafah, Abu Dhabi"	N/A	7+	240 sqft
N/A	N/A	Land	"320,000 AED/year"	"Jebel Ali Industrial 1, Jebel Ali Industrial, Jebel Ali, Dubai"	N/A	N/A	"15,540 sqft"
N/A	N/A	Warehouse	"2,450,000 AED/year"	"Freezone South, Jebel Ali Freezone, Jebel Ali, Dubai"	N/A	N/A	"63,706 sqft"
N/A	N/A	Labor Camp	"22,800 AED/year"	"Dubai Investment Park (DIP), Dubai"	N/A	1	150 sqft
N/A	N/A	Office Space	"83,160 AED/year"	"Al Khalidiya, Abu Dhabi"	N/A	1	947 sqft
N/A	N/A	Shop	"530,000 AED/year"	"Al Jaheli, Al Ain"	N/A	N/A	"3,648 sqft"
N/A	N/A	Office Space	"190,000 AED/year"	"Airport Road, Abu Dhabi"	N/A	1	"2,500 sqft"
N/A	N/A	Office Space	"45,000 AED/year"	"Al Mamourah, Ras Al Khaimah"	N/A	2	"1,399 sqft"
N/A	N/A	Office Space	"38,000 AED/year"	"Central District, Al Ain"	N/A	1	850 sqft
N/A	N/A	Land	"215,000 AED/year"	"Al Khan, Sharjah"	N/A	N/A	"15,999 sqft"
N/A	N/A	Retail	"319,700 AED/year"	"European Business Park, Dubai Investment Park (DIP), Dubai"	N/A	1	"3,197 sqft"
N/A	N/A	Retail	"308,555 AED/year"	"European Business Park, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"3,086 sqft"
N/A	N/A	Office Space	"55,000 AED/year"	"Empire Heights 2, Empire Heights, Business Bay, Dubai"	N/A	5	205 sqft
N/A	N/A	Office Space	"28,000 AED/year"	"Al Barsha Business Center, Al Barsha 1, Al Barsha, Dubai"	N/A	4	100 sqft
N/A	N/A	Shop	"150,000 AED/year"	"Azizi Riviera 19, Meydan One, Meydan, Dubai"	N/A	1	684 sqft
N/A	N/A	Office Space	"1,146,960 AED/year"	"Ibn Battuta Gate, Discovery Gardens, Dubai"	N/A	2	"9,558 sqft"
N/A	N/A	Office Space	"31,000 AED/year"	"Gulf Tower A, Oud Metha, Bur Dubai, Dubai"	N/A	2	150 sqft
N/A	N/A	Office Space	"60,000 AED/year"	"Ibn Battuta Gate, Discovery Gardens, Dubai"	N/A	2	500 sqft
N/A	N/A	Office Space	"117,500 AED/year"	"Global Tower, Electra Street, Abu Dhabi"	N/A	1	"2,528 sqft"
N/A	N/A	Labor Camp	"18,700 AED/year"	"Mussafah, Abu Dhabi"	N/A	7+	230 sqft
N/A	N/A	Office Space	"72,000 AED/year"	"Central District, Al Ain"	N/A	N/A	"1,614 sqft"
N/A	N/A	Warehouse	"1,210,000 AED/year"	"Jebel Ali Freezone, Jebel Ali, Dubai"	N/A	N/A	"22,000 sqft"
N/A	N/A	Office Space	"120,000 AED/year"	"Ibn Battuta Gate, Discovery Gardens, Dubai"	N/A	2	"1,000 sqft"
N/A	N/A	Labor Camp	"26,400 AED/year"	"Dubai Investment Park 2 (DIP 2), Dubai Investment Park (DIP), Dubai"	N/A	1	130 sqft
N/A	N/A	Office Space	"60,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	107 sqft
N/A	N/A	Office Space	"70,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	215 sqft
N/A	N/A	Shop	"30,000 AED/year"	"Mussafah, Abu Dhabi"	N/A	N/A	483 sqft
N/A	N/A	Shop	"60,000 AED/year"	"X09, England Cluster, International City, Dubai"	N/A	1	409 sqft
N/A	N/A	Office Space	"16,800 AED/year"	"JW Marriott Marquis Hotel, Business Bay, Dubai"	N/A	5	100 sqft
N/A	N/A	Office Space	"100,000 AED/year"	"Al Najda Street, Abu Dhabi"	N/A	1	"1,938 sqft"
N/A	N/A	Office Space	"45,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	107 sqft
N/A	N/A	Office Space	"187,250 AED/year"	"Tower Plaza, Sheikh Zayed Road, Dubai"	N/A	N/A	"1,070 sqft"
N/A	N/A	Office Space	"1,300,000 AED/year"	"Emirates Financial Towers, DIFC, Dubai"	N/A	2	"3,117 sqft"
N/A	N/A	Office Space	"30,000 AED/year"	"Twin Tower, Baniyas Road, Deira, Dubai"	N/A	2	115 sqft
N/A	N/A	Office Space	"215,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	1	814 sqft
N/A	N/A	Office Space	"162,000 AED/year"	"The H Hotel, Sheikh Zayed Road, Dubai"	N/A	2	321 sqft
N/A	N/A	Office Space	"16,800 AED/year"	"JW Marriott Marquis Hotel, Business Bay, Dubai"	N/A	4	100 sqft
N/A	N/A	Labor Camp	"21,600 AED/year"	"Al Sajaa, Sharjah"	N/A	7+	180 sqft
N/A	N/A	Shop	"208,500 AED/year"	"Arjan Circle, Arjan, Dubai"	N/A	N/A	693 sqft
N/A	N/A	Office Space	"48,500 AED/year"	"Twin Tower, Baniyas Road, Deira, Dubai"	N/A	2	198 sqft
N/A	N/A	Office Space	"138,250 AED/year"	"Al Manal Tower, Sheikh Zayed Road, Dubai"	N/A	N/A	790 sqft
N/A	N/A	Labor Camp	"18,000 AED/year"	"M-36, Mussafah Industrial Area, Mussafah, Abu Dhabi"	N/A	7+	220 sqft
N/A	N/A	Office Space	"1,488,255 AED/year"	"Dubai Media City, Dubai"	N/A	2	"6,333 sqft"
N/A	N/A	Labor Camp	"500,000 AED/year"	"Al Sajaa, Sharjah"	N/A	N/A	"4,000 sqft"
N/A	N/A	Office Space	"40,000 AED/year"	"Addiyar Building, Sheikh Zayed Road, Dubai"	N/A	3	100 sqft
N/A	N/A	Office Space	"40,000 AED/year"	"Business Village, Port Saeed, Deira, Dubai"	N/A	2	110 sqft
N/A	N/A	Office Space	"45,000 AED/year"	"Al Murabaa, Al Ain"	N/A	1	"1,050 sqft"
N/A	N/A	Labor Camp	"21,600 AED/year"	"Al Sajaa, Sharjah"	N/A	7+	180 sqft
N/A	N/A	Shop	"13,000 AED/year"	"Al Sharq, Sharjah"	N/A	N/A	216 sqft
N/A	N/A	Office Space	"40,000 AED/year"	"Twin Tower, Baniyas Road, Deira, Dubai"	N/A	2	128 sqft
N/A	N/A	Labor Camp	"20,400 AED/year"	"Al Sajaa, Sharjah"	N/A	7+	165 sqft
N/A	N/A	Labor Camp	"21,600 AED/year"	"Al Sajaa, Sharjah"	N/A	7+	165 sqft
N/A	N/A	Shop	"110,000 AED/year"	"Al Raha Beach, Abu Dhabi"	N/A	N/A	813 sqft
N/A	N/A	Business Centre	"25,500 AED/year"	"Sas Al Nakheel, Abu Dhabi"	N/A	7+	161 sqft
N/A	N/A	Business Centre	"25,500 AED/year"	"Sas Al Nakheel, Abu Dhabi"	N/A	7+	161 sqft
N/A	N/A	Business Centre	"25,500 AED/year"	"Sas Al Nakheel, Abu Dhabi"	N/A	7+	161 sqft
N/A	N/A	Shop	"14,000 AED/year"	"Muwaileh Commercial, Sharjah"	N/A	N/A	175 sqft
N/A	N/A	Shop	"222,850 AED/year"	"Dubai Silicon Oasis, Dubai"	N/A	N/A	781 sqft
N/A	N/A	Shop	"45,000 AED/year"	"Greece Cluster, International City, Dubai"	N/A	1	462 sqft
N/A	N/A	Show Room	"165,000 AED/year"	"Al Dhait, Ras Al Khaimah"	N/A	2	"3,500 sqft"
N/A	N/A	Retail	"261,504 AED/year"	"P1753, Al Dana, Al Raha Beach, Abu Dhabi"	N/A	1	"2,346 sqft"
N/A	N/A	Business Centre	"62,400 AED/year"	"Reef Tower, JLT Cluster O, Jumeirah Lake Towers, Dubai"	N/A	4	120 sqft
N/A	N/A	Shop	"14,000 AED/year"	"Al Hamidiya 1, Al Hamidiya, Ajman"	N/A	N/A	250 sqft
N/A	N/A	Office Space	"1,171,800 AED/year"	"P693, Al Raha Beach, Abu Dhabi"	N/A	2	"7,007 sqft"
N/A	N/A	Office Space	"263,000 AED/year"	"Mirdif, Dubai"	N/A	1	"1,313 sqft"
N/A	N/A	Retail	"1,057,620 AED/year"	"P1753, Al Dana, Al Raha Beach, Abu Dhabi"	N/A	1	"5,694 sqft"
N/A	N/A	Office Space	"265,475 AED/year"	"Sky Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi"	N/A	N/A	"2,286 sqft"
N/A	N/A	Full Floor	"500,000 AED/year"	"Al Najda Street, Abu Dhabi"	N/A	N/A	"10,462 sqft"
N/A	N/A	Full Floor	"500,000 AED/year"	"Al Najda Street, Abu Dhabi"	N/A	N/A	"10,462 sqft"
N/A	N/A	Office Space	"50,000 AED/year"	"Aspin Tower, Sheikh Zayed Road, Dubai"	N/A	2	250 sqft
N/A	N/A	Shop	"90,000 AED/year"	"Al Ghubaiba, Al Raffa, Bur Dubai, Dubai"	N/A	1	750 sqft
N/A	N/A	Co-working space	"21,600 AED/year"	"Reef Tower, JLT Cluster O, Jumeirah Lake Towers, Dubai"	N/A	4	50 sqft
N/A	N/A	Office Space	"70,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	215 sqft
N/A	N/A	Office Space	"50,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	107 sqft
N/A	N/A	Office Space	"60,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	107 sqft
N/A	N/A	Office Space	"65,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	145 sqft
N/A	N/A	Office Space	"65,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	222 sqft
N/A	N/A	Office Space	"50,000 AED/year"	"Tameem House, Barsha Heights (Tecom), Dubai"	N/A	2	118 sqft
N/A	N/A	Shop	"222,000 AED/year"	"Al Warqa'a 1, Al Warqa'a, Dubai"	N/A	N/A	746 sqft
N/A	N/A	Office Space	"48,000 AED/year"	"Al Souk Al Kabeer, Bur Dubai, Dubai"	N/A	2	430 sqft
N/A	N/A	Business Centre	"62,400 AED/year"	"Reef Tower, JLT Cluster O, Jumeirah Lake Towers, Dubai"	N/A	4	118 sqft
N/A	N/A	Warehouse	"95,000 AED/year"	"Al Sajaa, Sharjah"	N/A	1	"2,642 sqft"
N/A	N/A	Shop	"45,000 AED/year"	"England Cluster, International City, Dubai"	N/A	N/A	505 sqft
N/A	N/A	Office Space	"62,400 AED/year"	"Reef Tower, JLT Cluster O, Jumeirah Lake Towers, Dubai"	N/A	4	120 sqft
N/A	N/A	Office Space	"444,000 AED/year"	"Reef Tower, JLT Cluster O, Jumeirah Lake Towers, Dubai"	N/A	4	"1,036 sqft"
N/A	N/A	Office Space	"225,000 AED/year"	"Mazaya Business Avenue, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,762 sqft"
N/A	N/A	Office Space	"12,500 AED/year"	"Business Bay, Dubai"	N/A	4	100 sqft
N/A	N/A	Shop	"267,680 AED/year"	"Bur Dubai, Dubai"	N/A	1	"1,673 sqft"
N/A	N/A	Business Centre	"62,400 AED/year"	"Supreme Court Complex, Umm Hurair 2, Umm Hurair, Dubai"	N/A	1	409 sqft
N/A	N/A	Warehouse	"319,550 AED/year"	"Dubai Investment Park 1 (DIP 1), Dubai Investment Park (DIP), Dubai"	N/A	N/A	"5,810 sqft"
VERIFIED	SUPERAGENT	Office Space	"140,000 AED/year"	"B2B Tower, Business Bay, Dubai"	N/A	N/A	592 sqft
VERIFIED	SUPERAGENT	Office Space	"95,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	453 sqft
VERIFIED	SUPERAGENT	Office Space	"245,000 AED/year"	"Fifty One Tower, Business Bay, Dubai"	N/A	1	"1,165 sqft"
VERIFIED	SUPERAGENT	Office Space	"100,000 AED/year"	"Silver Tower (Ag Tower), JLT Cluster I, Jumeirah Lake Towers, Dubai"	N/A	N/A	631 sqft
VERIFIED	SUPERAGENT	Office Space	"62,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	314 sqft
VERIFIED	SUPERAGENT	Office Space	"205,000 AED/year"	"The Binary Tower, Business Bay, Dubai"	N/A	1	814 sqft
VERIFIED	SUPERAGENT	Office Space	"130,000 AED/year"	"The Metropolis, Business Bay, Dubai"	N/A	1	634 sqft
N/A	SUPERAGENT	Warehouse	"2,660,000 AED/year"	"Technology Park, Dubai"	N/A	N/A	"70,000 sqft"
N/A	SUPERAGENT	Warehouse	"2,736,240 AED/year"	"Technology Park, Dubai"	N/A	N/A	"68,406 sqft"
N/A	SUPERAGENT	Warehouse	"4,280,340 AED/year"	"Phase 2, Dubai Investment Park (DIP), Dubai"	N/A	N/A	"71,339 sqft"
N/A	SUPERAGENT	Office Space	"135,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	N/A	521 sqft
VERIFIED	SUPERAGENT	Shop	"160,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	N/A	1	454 sqft
VERIFIED	SUPERAGENT	Office Space	"214,000 AED/year"	"Westburry Tower 1, Westburry Square, Business Bay, Dubai"	N/A	2	"1,180 sqft"
VERIFIED	SUPERAGENT	Office Space	"216,000 AED/year"	"The Burlington, Business Bay, Dubai"	N/A	N/A	900 sqft
VERIFIED	SUPERAGENT	Office Space	"185,000 AED/year"	"Prime Business Centre, Jumeirah Village Circle, Dubai"	N/A	1	"1,805 sqft"
VERIFIED	N/A	Office Space	"630,500 AED/year"	"Jumeirah Business Centre 5 (JBC 5), JLT Cluster W, Jumeirah Lake Towers, Dubai"	N/A	2	"3,154 sqft"
VERIFIED	SUPERAGENT	Office Space	"110,000 AED/year"	"Executive Bay B, Executive Bay, Business Bay, Dubai"	N/A	N/A	802 sqft
VERIFIED	N/A	Office Space	"110,000 AED/year"	"The Palladium, JLT Cluster C, Jumeirah Lake Towers, Dubai"	N/A	1	828 sqft
VERIFIED	SUPERAGENT	Office Space	"355,202 AED/year"	"Mazaya Business Avenue AA1, Mazaya Business Avenue, Jumeirah Lake Towers, Dubai"	N/A	N/A	"1,691 sqft"
VERIFIED	SUPERAGENT	Office Space	"400,000 AED/year"	"Executive Tower D (Aspect Tower), Executive Towers, Business Bay, Dubai"	N/A	1	"2,062 sqft"
VERIFIED	SUPERAGENT	Office Space	"1,100,000 AED/year"	"Boulevard Plaza 1, Boulevard Plaza Towers, Downtown Dubai, Dubai"	N/A	N/A	"2,121 sqft"
VERIFIED	SUPERAGENT	Office Space	"656,699 AED/year"	"Block 3, Academic City, Dubai"	N/A	1	"6,566 sqft"
VERIFIED	SUPERAGENT	Office Space	"1,500,000 AED/year"	"Boulevard Plaza 1, Boulevard Plaza Towers, Downtown Dubai, Dubai"	N/A	N/A	"3,373 sqft"
VERIFIED	N/A	Office Space	"1,450,000 AED/year"	"The Opus, Business Bay, Dubai"	N/A	1	"3,138 sqft"
VERIFIED	SUPERAGENT	Office Space	"350,000 AED/year"	"I Rise Tower, Barsha Heights (Tecom), Dubai"	N/A	N/A	"1,529 sqft"
VERIFIED	SUPERAGENT	Office Space	"110,000 AED/year"	"The Dome, JLT Cluster N, Jumeirah Lake Towers, Dubai"	N/A	1	824 sqft
VERIFIED	SUPERAGENT	Office Space	"482,266 AED/year"	"I Rise Tower, Barsha Heights (Tecom), Dubai"	N/A	N/A	"2,411 sqft"
VERIFIED	SUPERAGENT	Office Space	"1,300,000 AED/year"	"South Tower, Emirates Financial Towers, DIFC, Dubai"	N/A	N/A	"3,117 sqft"
VERIFIED	SUPERAGENT	Office Space	"160,000 AED/year"	"Bayswater, Business Bay, Dubai"	N/A	1	828 sqft
N/A	SUPERAGENT	Office Space	"130,000 AED/year"	"Tamani Art Tower, Business Bay, Dubai"	N/A	N/A	530 sqft
VERIFIED	SUPERAGENT	Office Space	"325,000 AED/year"	"Executive Tower D (Aspect Tower), Executive Towers, Business Bay, Dubai"	N/A	1	"1,843 sqft"
