Verification	Agent	Type	Rent	Location	Bedroom	Bathroom	Area
VERIFIED	SUPERAGENT	Apartment	"300,000 AED/year"	"The Fairmont Palm Residence South, The Fairmont Palm Residences, Palm Jumeirah, Dubai"	2	4	"2,051 sqft"
VERIFIED	SUPERAGENT	Apartment	"350,000 AED/year"	"5242 Tower 1, 5242, Dubai Marina, Dubai"	3	3	"1,757 sqft"
N/A	SUPERAGENT	Hotel & Hotel Apartment	"170,000 AED/year"	"La Suite Dubai Hotel & Apartments, Al Sufouh 1, Al Sufouh, Dubai"	2	3	"1,250 sqft"
VERIFIED	SUPERAGENT	Apartment	"80,000 AED/year"	"MAG 960, Mohammed Bin Rashid City, Dubai"	studio	1	411 sqft
N/A	SUPERAGENT	Apartment	"55,000 AED/year"	"Shakhbout City, Abu Dhabi"	1	2	"1,200 sqft"
VERIFIED	SUPERAGENT	Apartment	"120,000 AED/year"	"Foxhill 2, Foxhill, Motor City, Dubai"	1	2	"1,464 sqft"
VERIFIED	SUPERAGENT	Townhouse	"219,000 AED/year"	"Murooj Al Furjan West, Al Furjan, Dubai"	3	4	"2,561 sqft"
VERIFIED	SUPERAGENT	Villa	"599,999 AED/year"	"Sur La Mer, La Mer, Jumeirah, Dubai"	4	7	"4,921 sqft"
VERIFIED	SUPERAGENT	Townhouse	"240,000 AED/year"	"Murooj Al Furjan West, Al Furjan, Dubai"	3	4	"2,561 sqft"
N/A	SUPERAGENT	Apartment	"43,990 AED/year"	"Street 20, Al Nahda, Sharjah"	2	2	"1,355 sqft"
N/A	SUPERAGENT	Apartment	"37,990 AED/year"	"Al Shaiba Building 512, Al Nahda, Sharjah"	1	2	999 sqft
N/A	SUPERAGENT	Apartment	"34,000 AED/year"	"Shakhbout City, Abu Dhabi"	1	1	800 sqft
VERIFIED	SUPERAGENT	Villa	"365,000 AED/year"	"Legacy, Jumeirah Park, Dubai"	3	4	"3,527 sqft"
N/A	SUPERAGENT	Apartment	"62,500 AED/year"	"Marina Apartments B, Al Hamra Marina Residences, Al Hamra Village, Ras Al Khaimah"	2	1	"1,211 sqft"
VERIFIED	SUPERAGENT	Apartment	"75,999 AED/year"	"Tower 11, Al Reef Downtown, Al Reef, Abu Dhabi"	2	2	"1,237 sqft"
VERIFIED	SUPERAGENT	Apartment	"59,999 AED/year"	"Vincitore Palacio, Arjan, Dubai"	studio	1	479 sqft
VERIFIED	SUPERAGENT	Apartment	"84,999 AED/year"	"Park View, Saadiyat Island, Abu Dhabi"	1	2	844 sqft
VERIFIED	SUPERAGENT	Villa	"349,999 AED/year"	"Lila, Arabian Ranches 2, Dubai"	5	6	"4,650 sqft"
VERIFIED	SUPERAGENT	Apartment	"171,888 AED/year"	"Waves Tower, Business Bay, Dubai"	2	3	"1,433 sqft"
VERIFIED	SUPERAGENT	Apartment	"110,000 AED/year"	"Waves Tower, Business Bay, Dubai"	1	2	829 sqft
VERIFIED	SUPERAGENT	Villa	"210,000 AED/year"	"Elan, Tilal Al Ghaf, Dubai"	3	4	"2,150 sqft"
VERIFIED	SUPERAGENT	Apartment	"169,000 AED/year"	"Park Tower A, Park Towers, DIFC, Dubai"	2	3	"1,793 sqft"
VERIFIED	SUPERAGENT	Villa	"340,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	4	5	"5,166 sqft"
N/A	SUPERAGENT	Apartment	"30,000 AED/year"	"Mohamed Bin Zayed City Villas, Mohamed Bin Zayed City, Abu Dhabi"	studio	1	800 sqft
VERIFIED	SUPERAGENT	Apartment	"85,000 AED/year"	"Giovanni Boutique Suites, Dubai Sports City, Dubai"	2	2	881 sqft
VERIFIED	SUPERAGENT	Villa	"440,000 AED/year"	"Meadows 2, Meadows, Dubai"	4	3	"8,003 sqft"
VERIFIED	SUPERAGENT	Apartment	"190,000 AED/year"	"Marriott Executive Apartments, Al Barsha South, Al Barsha, Dubai"	2	3	"1,488 sqft"
VERIFIED	SUPERAGENT	Apartment	"330,000 AED/year"	"The Address Residence Fountain Views 2, The Address Residence Fountain Views, Downtown Dubai, Dubai"	2	3	"1,452 sqft"
VERIFIED	SUPERAGENT	Apartment	"480,000 AED/year"	"Apartment Building 8, Bluewaters Residences, Bluewaters, Dubai"	2	3	"1,583 sqft"
VERIFIED	SUPERAGENT	Apartment	"1,500,000 AED/year"	"Apartment Building 1, Bluewaters Residences, Bluewaters, Dubai"	4	6	"2,562 sqft"
N/A	SUPERAGENT	Apartment	"160,000 AED/year"	"New Emi State Tower, Airport Road, Abu Dhabi"	3	5	"2,700 sqft"
VERIFIED	SUPERAGENT	Townhouse	"110,000 AED/year"	"Albizia, Damac Hills 2, Dubai"	3	3	"2,026 sqft"
N/A	SUPERAGENT	Apartment	"65,000 AED/year"	"New Al Taawun Road, Al Taawun, Sharjah"	3	4	"2,600 sqft"
VERIFIED	SUPERAGENT	Villa	"508,508 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	5	6	"6,136 sqft"
VERIFIED	SUPERAGENT	Apartment	"49,990 AED/year"	"Azizi Plaza, Al Furjan, Dubai"	studio	1	388 sqft
VERIFIED	SUPERAGENT	Apartment	"35,000 AED/year"	"Lakeside Tower A, Lakeside Residence, Dubai Production City (IMPZ), Dubai"	studio	1	365 sqft
N/A	SUPERAGENT	Villa	"265,000 AED/year"	"Al Hamra Village Villas, Al Hamra Village, Ras Al Khaimah"	5	7	"13,000 sqft"
VERIFIED	SUPERAGENT	Apartment	"120,000 AED/year"	"Aria, Jumeirah Village Circle, Dubai"	2	2	"1,414 sqft"
VERIFIED	SUPERAGENT	Apartment	"215,000 AED/year"	"The Address Residence Fountain Views 2, The Address Residence Fountain Views, Downtown Dubai, Dubai"	1	2	851 sqft
VERIFIED	SUPERAGENT	Townhouse	"215,000 AED/year"	"Shams Townhouses, Town Square, Dubai"	4	3	"2,797 sqft"
VERIFIED	SUPERAGENT	Apartment	"175,000 AED/year"	"Azure Residences, Palm Jumeirah, Dubai"	1	2	"1,142 sqft"
VERIFIED	SUPERAGENT	Apartment	"200,000 AED/year"	"Victoria Residency, Al Furjan, Dubai"	3	4	"1,966 sqft"
VERIFIED	SUPERAGENT	Villa	"159,995 AED/year"	"Mirdif Villas, Mirdif, Dubai"	4	6	"16,707 sqft"
VERIFIED	SUPERAGENT	Apartment	"237,000 AED/year"	"Central Park Building 1, Central Park at City Walk, City Walk, Dubai"	2	3	"1,464 sqft"
VERIFIED	SUPERAGENT	Townhouse	"159,000 AED/year"	"Noya Viva, Noya, Yas Island, Abu Dhabi"	3	4	"1,816 sqft"
VERIFIED	SUPERAGENT	Townhouse	"250,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	3	4	"2,561 sqft"
VERIFIED	SUPERAGENT	Apartment	"125,000 AED/year"	"Plaza Residences 2, Plaza Residences, Jumeirah Village Circle, Dubai"	1	2	"1,714 sqft"
VERIFIED	SUPERAGENT	Apartment	"159,000 AED/year"	"Amwaj 4, Amwaj, Jumeirah Beach Residence, Dubai"	2	3	"1,381 sqft"
VERIFIED	SUPERAGENT	Apartment	"230,000 AED/year"	"Jumeirah Living, World Trade Centre Residence, World Trade Center, Dubai"	2	3	"1,850 sqft"
VERIFIED	SUPERAGENT	Villa	"900,000 AED/year"	"Garden Homes Frond P, Garden Homes, Palm Jumeirah, Dubai"	5	7	"7,078 sqft"
VERIFIED	SUPERAGENT	Apartment	"220,000 AED/year"	"Three Towers, DuBiotech, Dubai"	2	3	"1,491 sqft"
VERIFIED	SUPERAGENT	Apartment	"125,000 AED/year"	"1 Residences, Al Kifaf, Bur Dubai, Dubai"	1	2	932 sqft
N/A	SUPERAGENT	Apartment	"16,998 AED/year"	"Fire Station Road, Muwaileh, Sharjah"	studio	1	380 sqft
VERIFIED	N/A	Apartment	"105,000 AED/year"	"MAG 218, Dubai Marina, Dubai"	1	2	875 sqft
VERIFIED	SUPERAGENT	Villa	"245,000 AED/year"	"Nad Al Sheba Villas, Nad Al Sheba 3, Nad Al Sheba, Dubai"	4	5	"3,814 sqft"
VERIFIED	SUPERAGENT	Townhouse	"225,000 AED/year"	"Murooj Al Furjan, Al Furjan, Dubai"	3	3	"2,836 sqft"
VERIFIED	SUPERAGENT	Apartment	"170,000 AED/year"	"Jumeirah Gate Tower 1, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai"	1	1	623 sqft
VERIFIED	SUPERAGENT	Apartment	"65,000 AED/year"	"AZIZI Riviera, Meydan One, Meydan, Dubai"	studio	1	398 sqft
VERIFIED	SUPERAGENT	Apartment	"130,000 AED/year"	"Tower B, DAMAC Towers by Paramount, Business Bay, Dubai"	1	2	940 sqft
VERIFIED	N/A	Villa	"500,000 AED/year"	"Sidra Villas III, Sidra Villas, Dubai Hills Estate, Dubai"	4	4	"3,500 sqft"
VERIFIED	SUPERAGENT	Villa	"275,000 AED/year"	"Maple 1, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai"	4	4	"2,169 sqft"
VERIFIED	SUPERAGENT	Apartment	"65,000 AED/year"	"Zahra Apartments 2B, Zahra Apartments, Town Square, Dubai"	1	1	572 sqft
VERIFIED	SUPERAGENT	Apartment	"100,000 AED/year"	"Jenna Main Square 2, Jenna Main Square, Town Square, Dubai"	2	2	959 sqft
VERIFIED	SUPERAGENT	Apartment	"160,000 AED/year"	"Park Tower A, Park Towers, DIFC, Dubai"	2	3	"1,309 sqft"
VERIFIED	SUPERAGENT	Villa	"375,000 AED/year"	"Aura, Tilal Al Ghaf, Dubai"	4	5	"3,411 sqft"
VERIFIED	SUPERAGENT	Villa	"950,000 AED/year"	"Entertainment Foyer, Oasis Clusters, Jumeirah Islands, Dubai"	4	5	"10,651 sqft"
VERIFIED	SUPERAGENT	Apartment	"175,000 AED/year"	"Amna, Al Habtoor City, Business Bay, Dubai"	2	3	"1,511 sqft"
VERIFIED	SUPERAGENT	Apartment	"140,000 AED/year"	"Bayshore, Creek Beach, Dubai Creek Harbour (The Lagoons), Dubai"	2	2	958 sqft
VERIFIED	SUPERAGENT	Townhouse	"349,000 AED/year"	"Maple 3, Maple at Dubai Hills Estate, Dubai Hills Estate, Dubai"	4	4	"2,241 sqft"
VERIFIED	SUPERAGENT	Apartment	"85,000 AED/year"	"Lago Vista C, Lago Vista, Dubai Production City (IMPZ), Dubai"	2	3	"1,391 sqft"
VERIFIED	SUPERAGENT	Villa	"750,000 AED/year"	"Sur La Mer, La Mer, Jumeirah, Dubai"	4	7	"4,794 sqft"
VERIFIED	SUPERAGENT	Villa	"550,000 AED/year"	"Sur La Mer, La Mer, Jumeirah, Dubai"	3	6	"3,703 sqft"
VERIFIED	N/A	Apartment	"100,000 AED/year"	"Golf View Residence, Dubai Sports City, Dubai"	2	3	"1,203 sqft"
VERIFIED	SUPERAGENT	Apartment	"135,000 AED/year"	"Binghatti House, Jumeirah Village Circle, Dubai"	2	2	"1,106 sqft"
N/A	SUPERAGENT	Townhouse	"140,000 AED/year"	"The Townhouses at Al Hamra Village, Al Hamra Village, Ras Al Khaimah"	3	2	"2,100 sqft"
N/A	SUPERAGENT	Apartment	"26,999 AED/year"	"SH- 23, Al Shamkha, Abu Dhabi"	studio	1	800 sqft
N/A	SUPERAGENT	Hotel & Hotel Apartment	"110,000 AED/year"	"La Suite Dubai Hotel & Apartments, Al Sufouh 1, Al Sufouh, Dubai"	studio	1	635 sqft
N/A	SUPERAGENT	Hotel & Hotel Apartment	"235,000 AED/year"	"Marriott Marquis Dubai, Port Saeed, Deira, Dubai"	2	3	"1,506 sqft"
N/A	SUPERAGENT	Hotel & Hotel Apartment	"190,000 AED/year"	"Marriott Marquis Dubai, Port Saeed, Deira, Dubai"	1	2	"1,270 sqft"
VERIFIED	SUPERAGENT	Apartment	"85,000 AED/year"	"Marina Diamond 2, Marina Diamonds, Dubai Marina, Dubai"	1	1	647 sqft
N/A	SUPERAGENT	Apartment	"37,999 AED/year"	"Al Nahda Complex, Al Nahda, Sharjah"	1	2	"1,100 sqft"
N/A	SUPERAGENT	Apartment	"37,999 AED/year"	"Al Nada Tower, Al Nahda, Sharjah"	1	2	"1,000 sqft"
VERIFIED	SUPERAGENT	Apartment	"600,000 AED/year"	"La Vie, Jumeirah Beach Residence, Dubai"	3	4	"1,959 sqft"
N/A	SUPERAGENT	Apartment	"37,989 AED/year"	"Al Zain Tower, Al Nahda, Sharjah"	1	2	895 sqft
N/A	SUPERAGENT	Apartment	"30,990 AED/year"	"Al Shaiba Building 183, Al Nahda, Sharjah"	1	2	899 sqft
VERIFIED	SUPERAGENT	Villa	"200,000 AED/year"	"Rochester, DAMAC Hills, Dubai"	3	4	"2,723 sqft"
VERIFIED	SUPERAGENT	Penthouse	"1,500,000 AED/year"	"La Vie, Jumeirah Beach Residence, Dubai"	5	6	"4,438 sqft"
VERIFIED	SUPERAGENT	Townhouse	"220,000 AED/year"	"Joy, Arabian Ranches 3, Dubai"	4	4	"2,436 sqft"
VERIFIED	SUPERAGENT	Apartment	"155,000 AED/year"	"Index Tower, DIFC, Dubai"	1	2	877 sqft
VERIFIED	SUPERAGENT	Apartment	"65,000 AED/year"	"MAG Eye, District 7, Mohammed Bin Rashid City, Dubai"	studio	1	411 sqft
VERIFIED	SUPERAGENT	Apartment	"99,000 AED/year"	"Scala Tower, Business Bay, Dubai"	1	2	965 sqft
VERIFIED	SUPERAGENT	Apartment	"2,200,000 AED/year"	"Bulgari Resort & Residences, Jumeirah Bay Island, Jumeirah, Dubai"	3	5	"2,631 sqft"
VERIFIED	SUPERAGENT	Apartment	"110,000 AED/year"	"Residences 18, District One, Mohammed Bin Rashid City, Dubai"	1	2	788 sqft
VERIFIED	SUPERAGENT	Apartment	"200,000 AED/year"	"Tanzanite, Tiara Residences, Palm Jumeirah, Dubai"	1	2	"1,299 sqft"
VERIFIED	SUPERAGENT	Apartment	"120,000 AED/year"	"Downtown Views, Zabeel 2, Zabeel, Dubai"	1	2	866 sqft
VERIFIED	SUPERAGENT	Apartment	"85,000 AED/year"	"Binghatti Heights, Jumeirah Village Circle, Dubai"	1	2	771 sqft
VERIFIED	SUPERAGENT	Villa	"180,000 AED/year"	"Noya Viva, Noya, Yas Island, Abu Dhabi"	3	3	"2,180 sqft"
VERIFIED	SUPERAGENT	Villa	"265,000 AED/year"	"Ghadeer 1, Ghadeer, The Lakes, Dubai"	3	3	"2,500 sqft"
VERIFIED	SUPERAGENT	Townhouse	"600,000 AED/year"	"Jawaher Saadiyat, Saadiyat Island, Abu Dhabi"	4	5	"6,748 sqft"
VERIFIED	SUPERAGENT	Villa	"245,000 AED/year"	"Al Reem 2, Al Reem, Arabian Ranches, Dubai"	3	3	"3,127 sqft"
VERIFIED	SUPERAGENT	Villa	"200,000 AED/year"	"Al Reem 1, Al Reem, Arabian Ranches, Dubai"	3	3	"2,292 sqft"
VERIFIED	SUPERAGENT	Villa	"275,000 AED/year"	"Al Reem 2, Al Reem, Arabian Ranches, Dubai"	3	3	"2,627 sqft"
VERIFIED	SUPERAGENT	Townhouse	"325,000 AED/year"	"Murooj Al Furjan West, Al Furjan, Dubai"	4	4	"2,893 sqft"
VERIFIED	SUPERAGENT	Villa	"170,000 AED/year"	"Sun, Arabian Ranches 3, Dubai"	3	3	"1,383 sqft"
VERIFIED	SUPERAGENT	Villa	"330,000 AED/year"	"Zulal 1, Zulal, The Lakes, Dubai"	3	3	"2,521 sqft"
N/A	SUPERAGENT	Apartment	"100,000 AED/year"	"Sahara Hotel Apartment 4, Tourist Club Area, Abu Dhabi"	2	2	"1,400 sqft"
VERIFIED	N/A	Villa	"349,999 AED/year"	"Aura, Tilal Al Ghaf, Dubai"	4	6	"3,411 sqft"
VERIFIED	SUPERAGENT	Villa	"720,000 AED/year"	"HIDD Al Saadiyat, Saadiyat Island, Abu Dhabi"	5	7	"6,235 sqft"
N/A	SUPERAGENT	Apartment	"64,000 AED/year"	"Pacific Bora Bora, Pacific, Al Marjan Island, Ras Al Khaimah"	1	2	772 sqft
VERIFIED	SUPERAGENT	Villa	"210,000 AED/year"	"District 8V, Jumeirah Village Triangle, Dubai"	2	4	"7,379 sqft"
VERIFIED	SUPERAGENT	Apartment	"55,000 AED/year"	"Pantheon Elysee, Jumeirah Village Circle, Dubai"	studio	1	433 sqft
VERIFIED	SUPERAGENT	Villa	"460,000 AED/year"	"Umm Suqeim 2 Villas, Umm Suqeim 2, Umm Suqeim, Dubai"	5	6	"5,500 sqft"
VERIFIED	SUPERAGENT	Apartment	"125,000 AED/year"	"Waves Grande, Sobha Hartland, Mohammed Bin Rashid City, Dubai"	1	2	913 sqft
VERIFIED	SUPERAGENT	Townhouse	"120,000 AED/year"	"Aurum Villas, Sanctnary, Damac Hills 2, Dubai"	3	5	"1,881 sqft"
N/A	SUPERAGENT	Apartment	"32,000 AED/year"	"Bukhara Street, Al Nahda, Sharjah"	studio	1	400 sqft
N/A	SUPERAGENT	Apartment	"43,999 AED/year"	"New Al Taawun Road, Al Taawun, Sharjah"	2	2	"1,500 sqft"
N/A	SUPERAGENT	Apartment	"30,000 AED/year"	"Mohamed Bin Zayed Centre, Mohamed Bin Zayed City, Abu Dhabi"	studio	1	756 sqft
VERIFIED	N/A	Apartment	"62,000 AED/year"	"Prime Residency 3, Al Furjan, Dubai"	studio	1	530 sqft
VERIFIED	SUPERAGENT	Apartment	"230,000 AED/year"	"Downtown Views, Zabeel 2, Zabeel, Dubai"	2	3	"1,218 sqft"
VERIFIED	SUPERAGENT	Apartment	"80,000 AED/year"	"Bloom Towers B, Bloom Towers, Jumeirah Village Circle, Dubai"	1	1	754 sqft
VERIFIED	SUPERAGENT	Villa	"420,000 AED/year"	"Harmony 1, Harmony, Tilal Al Ghaf, Dubai"	4	5	"4,520 sqft"
VERIFIED	SUPERAGENT	Apartment	"350,000 AED/year"	"Downtown Views, Zabeel 2, Zabeel, Dubai"	3	4	"1,768 sqft"
VERIFIED	SUPERAGENT	Apartment	"155,000 AED/year"	"Al Andalus Tower C, Al Andalus, Jumeirah Golf Estates, Dubai"	2	3	"1,775 sqft"
VERIFIED	SUPERAGENT	Villa	"175,000 AED/year"	"Bliss, Arabian Ranches 3, Dubai"	3	4	"1,271 sqft"
VERIFIED	SUPERAGENT	Apartment	"115,000 AED/year"	"Belgravia 3, Belgravia, Jumeirah Village Circle, Dubai"	1	1	825 sqft
VERIFIED	SUPERAGENT	Townhouse	"180,000 AED/year"	"Noor Townhouses, Town Square, Dubai"	4	4	"2,922 sqft"
VERIFIED	SUPERAGENT	Villa	"190,000 AED/year"	"Bliss, Arabian Ranches 3, Dubai"	3	4	"2,165 sqft"
N/A	SUPERAGENT	Apartment	"42,000 AED/year"	"Fay Alreeman 2, Al Shawamekh, Abu Dhabi"	1	1	955 sqft
VERIFIED	SUPERAGENT	Villa	"850,000 AED/year"	"Calida, Victory Heights, Dubai Sports City, Dubai"	5	6	"9,192 sqft"
VERIFIED	SUPERAGENT	Apartment	"95,000 AED/year"	"Urbana, EMAAR South, Dubai South (Dubai World Central), Dubai"	2	2	"1,302 sqft"
VERIFIED	SUPERAGENT	Apartment	"84,999 AED/year"	"MAG 218, Dubai Marina, Dubai"	1	2	844 sqft
VERIFIED	SUPERAGENT	Apartment	"800,000 AED/year"	"Apartment Building 9, Bluewaters Residences, Bluewaters, Dubai"	3	4	"2,048 sqft"
VERIFIED	N/A	Apartment	"320,000 AED/year"	"Vida Residence 1, Vida Residence, The Hills, Dubai"	3	4	"1,780 sqft"
VERIFIED	N/A	Villa	"2,500,000 AED/year"	"Sector R, Emirates Hills, Dubai"	5	7	"10,500 sqft"
VERIFIED	SUPERAGENT	Apartment	"38,000 AED/year"	"Imperial Residence, Dubai Silicon Oasis, Dubai"	studio	1	373 sqft
VERIFIED	SUPERAGENT	Apartment	"95,000 AED/year"	"MAG Eye, District 7, Mohammed Bin Rashid City, Dubai"	1	2	795 sqft
VERIFIED	SUPERAGENT	Villa	"239,999 AED/year"	"Murooj Al Furjan West, Al Furjan, Dubai"	3	4	"2,818 sqft"
N/A	SUPERAGENT	Apartment	"120,000 AED/year"	"The Torch, Dubai Marina, Dubai"	2	2	"1,258 sqft"
VERIFIED	SUPERAGENT	Townhouse	"370,000 AED/year"	"Grand Views, Meydan Gated Community, Meydan, Dubai"	4	6	"3,313 sqft"
VERIFIED	SUPERAGENT	Townhouse	"360,000 AED/year"	"Grand Views, Meydan Gated Community, Meydan, Dubai"	4	6	"3,313 sqft"
VERIFIED	SUPERAGENT	Apartment	"110,000 AED/year"	"Waves Grande, Sobha Hartland, Mohammed Bin Rashid City, Dubai"	1	2	712 sqft
N/A	SUPERAGENT	Apartment	"95,000 AED/year"	"Silverene Tower A, Silverene, Dubai Marina, Dubai"	1	2	595 sqft
VERIFIED	SUPERAGENT	Apartment	"240,000 AED/year"	"The Palm Tower, Palm Jumeirah, Dubai"	1	2	"1,143 sqft"
VERIFIED	SUPERAGENT	Apartment	"135,000 AED/year"	"Peninsula Five, Peninsula, Business Bay, Dubai"	1	2	854 sqft
VERIFIED	SUPERAGENT	Apartment	"145,000 AED/year"	"Golfville, Dubai Hills Estate, Dubai"	2	1	"1,069 sqft"
VERIFIED	SUPERAGENT	Apartment	"135,000 AED/year"	"Asayel 3, Madinat Jumeirah Living, Umm Suqeim, Dubai"	1	1	771 sqft
N/A	SUPERAGENT	Apartment	"26,500 AED/year"	"Royal Breeze 1, Royal Breeze, Al Hamra Village, Ras Al Khaimah"	studio	1	453 sqft
VERIFIED	SUPERAGENT	Villa	"170,000 AED/year"	"Bliss, Arabian Ranches 3, Dubai"	3	3	"2,202 sqft"
VERIFIED	SUPERAGENT	Townhouse	"180,000 AED/year"	"Mira Oasis 3, Mira Oasis, Reem, Dubai"	3	3	"2,551 sqft"
VERIFIED	SUPERAGENT	Townhouse	"165,000 AED/year"	"Mira 1, Mira, Reem, Dubai"	3	4	"2,156 sqft"
VERIFIED	SUPERAGENT	Townhouse	"170,000 AED/year"	"Mira 1, Mira, Reem, Dubai"	3	4	"2,156 sqft"
VERIFIED	SUPERAGENT	Apartment	"75,000 AED/year"	"Sydney Tower, Jumeirah Village Circle, Dubai"	1	2	712 sqft
VERIFIED	SUPERAGENT	Apartment	"75,000 AED/year"	"AZIZI Riviera 27, Meydan One, Meydan, Dubai"	1	1	540 sqft
N/A	SUPERAGENT	Apartment	"46,000 AED/year"	"Khalifa City A Villas, Khalifa City A, Khalifa City, Abu Dhabi"	1	1	"1,080 sqft"
N/A	SUPERAGENT	Apartment	"28,000 AED/year"	"Mohamed Bin Zayed Centre, Mohamed Bin Zayed City, Abu Dhabi"	studio	1	890 sqft
N/A	SUPERAGENT	Apartment	"46,000 AED/year"	"Royal Breeze 4, Royal Breeze, Al Hamra Village, Ras Al Khaimah"	1	1	850 sqft
N/A	SUPERAGENT	Townhouse	"125,000 AED/year"	"Malibu, Mina Al Arab, Ras Al Khaimah"	3	4	"3,250 sqft"
N/A	SUPERAGENT	Apartment	"70,000 AED/year"	"New Al Taawun Road, Al Taawun, Sharjah"	3	3	"1,935 sqft"
N/A	SUPERAGENT	Apartment	"31,000 AED/year"	"Bukhara Street, Al Nahda, Sharjah"	1	1	920 sqft
VERIFIED	N/A	Apartment	"270,000 AED/year"	"Apartment Building 3, Bluewaters Residences, Bluewaters, Dubai"	1	1	820 sqft
VERIFIED	SUPERAGENT	Villa	"299,000 AED/year"	"West Yas, Yas Island, Abu Dhabi"	4	6	"6,460 sqft"
VERIFIED	SUPERAGENT	Villa	"398,000 AED/year"	"The Dunes, Saadiyat Reserve, Saadiyat Island, Abu Dhabi"	4	6	"7,380 sqft"
VERIFIED	SUPERAGENT	Apartment	"75,000 AED/year"	"Maple 2, Emirates Gardens 2, Jumeirah Village Circle, Dubai"	1	2	927 sqft
N/A	SUPERAGENT	Apartment	"47,999 AED/year"	"Street 20, Al Nahda, Sharjah"	2	2	"1,495 sqft"
N/A	SUPERAGENT	Apartment	"30,999 AED/year"	"Al Nahda Complex, Al Nahda, Sharjah"	1	1	831 sqft
N/A	SUPERAGENT	Apartment	"85,000 AED/year"	"Tiraz 2, Aljada, Sharjah"	2	3	"1,510 sqft"
VERIFIED	N/A	Villa	"550,000 AED/year"	"Umm Suqeim 1 Villas, Umm Suqeim 1, Umm Suqeim, Dubai"	4	4	"4,000 sqft"
VERIFIED	SUPERAGENT	Apartment	"240,000 AED/year"	"Al Jaz 4, Al Jaz, Greens, Dubai"	3	4	"2,011 sqft"
VERIFIED	SUPERAGENT	Apartment	"160,000 AED/year"	"Tower A, Two Towers, Barsha Heights (Tecom), Dubai"	2	3	"1,550 sqft"
VERIFIED	SUPERAGENT	Villa	"810,000 AED/year"	"Meadows 6, Meadows, Dubai"	5	6	"5,265 sqft"
N/A	SUPERAGENT	Villa	"239,990 AED/year"	"Gardenia, Al Raha Golf Gardens, Abu Dhabi"	4	5	"5,597 sqft"
VERIFIED	SUPERAGENT	Villa	"289,990 AED/year"	"Noya Luma, Noya, Yas Island, Abu Dhabi"	5	6	"3,305 sqft"
VERIFIED	SUPERAGENT	Apartment	"210,000 AED/year"	"29 Burj Boulevard Tower 2, 29 Burj Boulevard, Downtown Dubai, Dubai"	2	2	"1,030 sqft"
N/A	SUPERAGENT	Apartment	"24,900 AED/year"	"Fire Station Road, Muwaileh, Sharjah"	1	1	880 sqft
VERIFIED	N/A	Apartment	"105,000 AED/year"	"Executive Residences 2, Executive Residences, Dubai Hills Estate, Dubai"	1	1	652 sqft
VERIFIED	N/A	Apartment	"140,000 AED/year"	"Oakley Square Residences, Jumeirah Village Circle, Dubai"	2	3	"1,182 sqft"
VERIFIED	SUPERAGENT	Apartment	"315,000 AED/year"	"Building 9, City Walk, Dubai"	3	5	"2,355 sqft"
N/A	SUPERAGENT	Apartment	"28,995 AED/year"	"New Al Taawun Road, Al Taawun, Sharjah"	1	1	810 sqft
VERIFIED	SUPERAGENT	Villa	"550,000 AED/year"	"Harmony 1, Harmony, Tilal Al Ghaf, Dubai"	5	7	"4,966 sqft"
VERIFIED	SUPERAGENT	Townhouse	"175,000 AED/year"	"Bliss, Arabian Ranches 3, Dubai"	3	4	"2,187 sqft"
VERIFIED	SUPERAGENT	Townhouse	"140,000 AED/year"	"District 5A, Jumeirah Village Triangle, Dubai"	1	2	"1,937 sqft"
N/A	SUPERAGENT	Apartment	"30,989 AED/year"	"Tiger Building Al Yarmouk, Al Nahda, Sharjah"	1	1	950 sqft
N/A	SUPERAGENT	Apartment	"33,000 AED/year"	"Al Mansour Tower, Al Nahda, Sharjah"	1	1	900 sqft
N/A	SUPERAGENT	Apartment	"135,000 AED/year"	"Al Jowhara Tower, Corniche Road, Abu Dhabi"	2	3	"1,450 sqft"
N/A	SUPERAGENT	Apartment	"95,000 AED/year"	"Al Jowhara Tower, Corniche Road, Abu Dhabi"	1	2	950 sqft
VERIFIED	N/A	Apartment	"240,000 AED/year"	"Al Jaz 4, Al Jaz, Greens, Dubai"	3	3	"2,005 sqft"
VERIFIED	SUPERAGENT	Villa	"620,000 AED/year"	"Rosa, Arabian Ranches 2, Dubai"	6	7	"7,922 sqft"
VERIFIED	SUPERAGENT	Villa	"420,000 AED/year"	"Lila, Arabian Ranches 2, Dubai"	5	6	"4,650 sqft"
VERIFIED	SUPERAGENT	Townhouse	"174,990 AED/year"	"Noya Viva, Noya, Yas Island, Abu Dhabi"	3	4	"2,300 sqft"
VERIFIED	SUPERAGENT	Villa	"244,000 AED/year"	"Noya Luma, Noya, Yas Island, Abu Dhabi"	4	5	"2,446 sqft"
VERIFIED	SUPERAGENT	Apartment	"56,000 AED/year"	"New Dubai Gate 1, JLT Cluster Q, Jumeirah Lake Towers, Dubai"	studio	1	416 sqft
